"filename","city","state","lat","lon","correct_city","quality","confidence","landmarks","architecture","signs","nature","urban","beach","people","vehicles","text","custom_tags","notes","annotated_at","annotated_by"
"wikimedia_León_Guanajuato_5_1764045905.jpg","León","Guanajuato",21.12252,-101.684784,"✅",5,95,True,True,True,True,True,False,True,True,True,"arquitectura colonial,portales,arcos,balcones de herrería,plaza peatonal,centro histórico,fachada de cantera,color amarillo,mobiliario urbano,ciclopuerto,personas caminando,kiosco de información,vegetación podada","Vista de un centro histórico con edificios coloniales de dos pisos y una fachada de cantera. El primer piso presenta una serie de portales y arcos, y el piso superior tiene balcones de herrería. La plaza es peatonal y tiene un ciclopuerto de diseño moderno y un kiosco de información vertical.","2025-11-25T08:44:57.686555","Emma"
"wikimedia_León_Guanajuato_7_1764045909.jpg","León","Guanajuato",21.12252,-101.684784,"✅",4,80,True,True,True,False,True,False,False,False,True,"fachada colonial,pared amarilla,color vibrante,arquitectura de centro histórico,puerta de madera,ventana con herrería,marco de cantera,azulejo Talavera,placa conmemorativa,techo de ladrillo,pavimento de ladrillo,publicidad en la puerta,QR code","Vista frontal y simétrica de la fachada de un edificio colonial pintado de amarillo intenso, con una puerta y una ventana enmarcadas por cantera. Una placa de azulejo con un diseño tradicional está montada al centro de la fachada. La esquina superior derecha muestra una estructura de ladrillo de un edificio adyacente.","2025-11-25T08:45:36.413909","Emma"
"wikimedia_León_Guanajuato_9_1764045912.jpg","León","Guanajuato",21.12252,-101.684784,"🤔",5,95,True,True,False,False,False,False,False,False,True,"arquitectura barroca,estilo churrigueresco,cantera rosa,portada monumental,dintel tallado,ornamento,relieve,columnas salomónicas,fachada religiosa,detalle de puerta,arco de medio punto,herrería,blasón,texto tallado","Primer plano del detalle de la portada de un edificio monumental, probablemente una catedral. La decoración es extremadamente rica y detallada, de estilo barroco, con columnas pequeñas, cornisas y un escudo o blasón. La piedra es de tono rosa o salmón claro.","2025-11-25T08:46:21.913249","Emma"
"wikimedia_León_Guanajuato_11_1764045915.jpg","León","Guanajuato",21.12252,-101.684784,"✅",5,95,False,False,False,True,False,False,True,False,False,"globos aerostáticos,festival internacional del globo,evento masivo,cielo azul despejado,colores brillantes,globos de diseño,personaje animado (emoji),multitud,gente,inflado de globos,paisaje abierto,colinas bajas","Vista de un festival de globos aerostáticos en un día soleado. Múltiples globos de diversos colores y diseños están ascendiendo en el cielo azul, mientras que una gran cantidad de globos desinflados o semi-inflados se extienden en el campo, rodeados por una multitud de personas.","2025-11-25T08:48:34.598118","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_0_1764045927.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"✅",4,95,False,True,True,True,True,False,False,False,False,"alameda,paseo peatonal,parque urbano,noche,crepúsculo,árboles caducifolios,sin hojas,farolas encendidas,iluminación cálida,perspectiva simétrica,bancos,mobiliario urbano,pavimento de ladrillo,atmósfera invernal","Vista simétrica y nocturna de un paseo peatonal o alameda, flanqueada por hileras de árboles desnudos. La escena está dominada por una serie de farolas que emiten una luz amarilla/naranja intensa, proyectando largas sombras sobre el pavimento de ladrillo.","2025-11-25T08:51:29.327760","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_2_1764045930.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"🤔",3,95,False,True,True,True,True,False,False,True,False,"urbanización informal,casas en ladera,colina árida,casas de ladrillo,arquitectura popular,densidad habitacional,asentamiento irregular,pobreza urbana,vegetación escasa,norte de México,vehículos,postes de luz,teleobjetivo","Vista panorámica de una zona urbana densamente poblada, extendiéndose sobre colinas áridas. Las casas son de construcción variada, con ladrillos expuestos y pintura brillante ocasional (como la casa verde fluorescente). El entorno sugiere un clima seco y un crecimiento urbano rápido o informal.","2025-11-25T08:52:11.617247","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_4_1764045932.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"✅",5,100,True,True,True,True,True,False,True,True,True,"cruce fronterizo,aduana,puente internacional,cabinas de peaje,frontera,tráfico vehicular,vehículos,skyline,horizonte urbano,rascacielos,montaña árida,Ciudad Juárez,Chihuahua,infraestructura de transporte,carriles de espera","Vista de un cruce fronterizo altamente transitado en Ciudad Juárez. Se observa la infraestructura del puente con múltiples cabinas de inspección y una densa fila de vehículos. El horizonte de la ciudad y una montaña árida en el fondo enmarcan la escena.","2025-11-25T08:53:39.304572","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_6_1764045935.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"🤔",2,95,False,True,False,True,True,False,True,False,False,"calle de tierra,camino rural,casas modestas,pueblo,vegetación árida,árboles secos,montañas lejanas,cielo azul con nubes,postes de electricidad,cables eléctricos,personas caminando,vida rural,comunidad","Vista de una calle de tierra sin pavimentar en un asentamiento rural o semiurbano. Hay varias casas de construcción sencilla a los lados de la calle, junto con árboles y vegetación seca. Un grupo de personas camina por el camino, y montañas distantes se elevan bajo un cielo azul con nubes blancas.","2025-11-25T08:55:33.612178","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_8_1764045937.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"✅",4,95,False,True,True,True,True,False,False,False,True,"paisaje urbano,vista panorámica,ciudad,montañas áridas,teleobjetivo,rascacielos,edificios de oficinas,densidad urbana,torre de agua,torre de radio,urbanización,norte de México","Vista panorámica de una extensa ciudad del norte de México, comprimida por un teleobjetivo. El horizonte urbano combina edificios de oficinas modernos con zonas residenciales. La ciudad está enclavada en un valle rodeado de grandes montañas áridas. Una torre de agua y una antena destacan en el fondo.","2025-11-25T08:56:26.361949","Emma"
"wikimedia_Zapopan_Jalisco_1_1764045948.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",4,95,False,True,True,True,True,False,False,True,False,"vista aérea,complejo deportivo,canchas de tenis,estadio,infraestructura,zona residencial,casas en hilera,techos rojos,urbanización,construcción,terreno árido,arquitectura deportiva,tribunas,iluminación exterior","Vista aérea de un gran complejo de canchas de tenis y un pequeño estadio adyacente. La zona está rodeada por un denso desarrollo residencial de casas con techos rojos, mostrando una clara expansión urbana en un entorno semiárido. La infraestructura deportiva parece ser nueva o estar en proceso de finalización.","2025-11-25T08:57:17.654921","Emma"
"wikimedia_Zapopan_Jalisco_3_1764045951.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",4,95,True,True,True,True,True,False,False,False,False,"estatua de piedra,escultura,arte público,monumento,figuras humanas,semáforo,arquitectura moderna,vidrio,acero,vegetación,flores rojas,cielo azul,contraste urbano","Primer plano de una escultura de piedra rugosa que representa a dos figuras humanas abrazándose o cargándose, con un estilo rústico. El fondo contrasta el arte tradicional con un moderno edificio de vidrio y un semáforo urbano, todo bajo un cielo azul brillante.","2025-11-25T08:57:55.268898","Emma"
"wikimedia_Zapopan_Jalisco_5_1764045953.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",3,95,True,False,False,True,False,False,False,False,False,"escultura de piedra,estatua,arte público,jardín,paisajismo,vegetación exuberante,árbol de flor de mayo (plumeria),césped,sombra,clima cálido","Primer plano de una escultura de piedra con textura rugosa, colocada en un jardín verde. El entorno está dominado por vegetación de clima cálido, incluyendo un árbol de flor de mayo (plumeria) y arbustos bien cuidados. La escena está bien iluminada con luz solar, creando fuertes sombras.","2025-11-25T08:58:38.596646","Emma"
"wikimedia_Zapopan_Jalisco_7_1764045956.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",5,95,True,True,True,False,True,False,True,False,False,"basílica,iglesia,arquitectura churrigueresca,barroco,torres gemelas,fachada de cantera,atrio,plaza pública,arcos laterales,portales,peregrinos,monumento religioso,cielo azul con nubes","Vista lateral de una gran basílica colonial con una fachada central altamente detallada y dos torres campanario. La estructura está flanqueada por largos pasillos o portales con arcos. La escena se desarrolla en una plaza de piedra y hay personas entrando al templo.","2025-11-25T08:59:14.371823","Emma"
"wikimedia_Zapopan_Jalisco_9_1764045959.jpg","Zapopan","Jalisco",20.72356,-103.38479,"🤔",4,95,True,True,False,True,True,False,True,False,False,"parque público,jardín,esculturas de bronce,arte público,kiosco,cenador,mobiliario urbano,banca de parque,setos,vegetación exuberante,clima soleado,cúpula de iglesia lejana,perspectiva","Vista de un jardín público con tres esculturas de bronce de figuras humanas. El área está bordeada por setos podados. Al fondo a la izquierda, se ve un kiosco de techo oscuro, y a la derecha, la cúpula de un edificio histórico, indicando una plaza central.","2025-11-25T09:00:03.828279","Emma"
"wikimedia_Zapopan_Jalisco_11_1764045962.jpg","Zapopan","Jalisco",20.72356,-103.38479,"✅",4,80,True,True,True,True,True,False,False,False,True,"arquitectura colonial,fachada de estuco,cantera,balustrada,terraza,estatua religiosa,virgen,atrio,pavimento de losas,macetas de terracota,ventanas enrejadas,letrero parroquial,día soleado","Vista frontal de un edificio colonial de dos pisos con una fachada de estuco color crema y marcos de cantera gris. Una estatua religiosa (Virgen o Santa) se encuentra en primer plano, detrás de una reja baja. El letrero sobre la puerta indica que son 'Salones Parroquiales'. La parte superior del edificio tiene una balustrada.","2025-11-25T09:01:02.567071","Emma"
"wikimedia_Mérida_Yucatán_0_1764045970.jpg","Mérida","Yucatán",20.96737,-89.592586,"✅",5,95,True,True,True,False,True,False,True,True,True,"arquitectura colonial,fachada amarilla,esquina,balcones de herrería,restaurante de comida rápida,Burger King,semáforo,calle urbana,comercio,peatones,soleado,clima cálido,Yucatán","Vista de una esquina en un centro histórico. El edificio de arquitectura colonial de dos pisos está pintado de color ocre o amarillo mostaza y alberga un local de Burger King en la planta baja. La escena incluye balcones de hierro forjado, un vehículo, peatones y un semáforo en la esquina.","2025-11-25T09:01:47.525248","Emma"
"wikimedia_Mérida_Yucatán_2_1764045975.jpg","Mérida","Yucatán",20.96737,-89.592586,"✅",5,95,True,True,False,False,False,False,True,False,False,"arquitectura religiosa,interior de catedral,nave central,columnas de piedra,cantera,arcos de medio punto,bóvedas de crucería,plateresco,renacimiento,bancos de madera,ventiladores,iluminación interior","Vista interior de la nave lateral de una gran catedral con masivas columnas cilíndricas de piedra y arcos de medio punto. Las bóvedas de crucería tienen un patrón de casetones. El suelo de la nave está cubierto por bancos de madera. El estilo es robusto, renacentista o plateresco.","2025-11-25T09:02:28.078638","Emma"
"wikimedia_Mérida_Yucatán_8_1764045983.jpg","Mérida","Yucatán",20.96737,-89.592586,"✅",5,95,True,True,True,True,True,False,True,True,False,"arquitectura neoclásica,fachada histórica,noche,iluminación azul,luz artificial,contraste,arcos de medio punto,balcones,comercio,calle empedrada,adoquín,cono de tráfico,bicicleta,Yucatán","Vista en perspectiva de la larga fachada de un edificio histórico, iluminado de noche. La iluminación artificial en tonos blancos y azules resalta los detalles neoclásicos, incluyendo una hilera de ventanas con arcos de medio punto. La calle está pavimentada con grandes bloques de piedra y hay un cono de tráfico y una bicicleta en primer plano.","2025-11-25T09:05:19.982808","Emma"
"wikimedia_Mérida_Yucatán_10_1764045986.jpg","Mérida","Yucatán",20.96737,-89.592586,"✅",4,95,False,True,True,False,True,False,False,True,True,"arquitectura yucateca,fachada blanca,marco azul,esquina de calle,casas coloniales,arte callejero,poste de luz,cables eléctricos,señal de calle,día soleado,clima cálido,zona urbana,Yucatán","Vista de una esquina en una ciudad de Yucatán. El edificio central es blanco con un marco ornamental azul intenso alrededor de una puerta pintada con arte callejero. Hay postes de electricidad y cables cruzando la escena, y una señal de calle antigua indica los nombres de las calles.","2025-11-25T09:06:18.236084","Emma"
"wikimedia_Mérida_Yucatán_12_1764045988.jpg","Mérida","Yucatán",20.96737,-89.592586,"✅",4,95,False,True,True,False,True,False,True,False,True,"centro comercial,mall,interior moderno,arquitectura comercial,múltiples niveles,barandal de vidrio,escalera eléctrica,área de mesas,food court,tiendas minoristas,iluminación LED,pisos de loseta","Vista interior de un moderno centro comercial de varios pisos. El diseño es circular con un techo central amarillo. El área inferior tiene un conjunto de mesas y sillas de cafetería. Múltiples tiendas de ropa y servicios son visibles en los diferentes niveles.","2025-11-25T09:06:58.092935","Emma"
"wikimedia_La Paz_Baja California Sur_7_1764046571.jpg","La Paz","Baja California Sur",24.142642,-110.312753,"✅",4,95,False,True,True,True,True,False,False,True,True,"vista panorámica,ciudad costera,puerto,mar,horizonte de barcos,urbanización,gasolinera OXXO,estacionamiento,arquitectura de baja altura,clima soleado,palmeras (visibles a lo lejos),calle urbana","Vista elevada de una ciudad costera bajo un cielo despejado. La escena está dominada por edificios de baja altura y amplios estacionamientos. En el primer plano se distingue la gasolinera OXXO y más allá, el mar y una bahía con múltiples embarcaciones ancladas.","2025-11-25T09:13:19.688604","Emma"
"wikimedia_Campeche_Campeche_2_1764046515.jpg","Campeche","Campeche",19.845944,-90.523071,"✅",4,95,False,True,True,True,True,False,False,True,True,"puesto de control policial,retén,camioneta policial,seguridad pública,carretera rural,vegetación densa,clima tropical,carpa,letrero de precaución,Secretaría de Seguridad Pública,conos de tráfico,paisaje selvático","Retén o puesto de control policial en una carretera rural flanqueada por vegetación densa y de clima cálido. El puesto incluye un módulo negro con letreros de precaución y una camioneta pickup rotulada como 'POLICÍA ESTATAL PREVENTIVA' estacionada junto a una gran carpa.","2025-11-25T09:14:04.023371","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_1_1764045928.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"✅",4,95,False,True,True,True,True,False,False,True,True,"calle urbana,esquina comercial,arquitectura de baja altura,colores vibrantes,dentista,óptica,carrito de comida,persona caminando,farola,cielo azul despejado,clima soleado,zona fronteriza","Vista de una esquina comercial en una ciudad del norte de México. El edificio principal está pintado con colores brillantes (naranja y azul) y alberga negocios de óptica y odontología. Un hombre camina por la calle, y un carrito de venta ambulante con una sombrilla está en la esquina. La escena se desarrolla bajo un cielo intensamente azul.","2025-11-25T09:14:53.842888","Emma"
"wikimedia_Saltillo_Coahuila_0_1764046203.jpg","Saltillo","Coahuila",25.42654,-100.99551,"✅",5,95,True,True,True,False,True,False,True,True,True,"arquitectura neoclásica,fachada roja,iglesia,templo,centro histórico,calle urbana,tráfico vehicular,taxi amarillo,peatones,acera,farola antigua,edificio gubernamental,cúpula","Vista en perspectiva de una calle en un centro histórico. La fachada izquierda está dominada por una iglesia de color rojo intenso con detalles blancos neoclásicos. La calle muestra tráfico vehicular, incluyendo un taxi amarillo. Al fondo, se ve un gran edificio de piedra con una cúpula.","2025-11-25T09:15:32.039704","Emma"
"wikimedia_Tijuana_Baja California_3_1764045880.jpg","Tijuana","Baja California",32.514946,-117.038246,"✅",5,100,True,True,False,True,False,True,False,False,False,"muro fronterizo,frontera México-EE. UU.,playa,océano pacífico,oleaje,arena mojada,marea,barrera de acero,monolito,infraestructura,cielo nublado,Tijuana","Vista del muro fronterizo que se extiende hacia el Océano Pacífico. La escena está tomada desde el lado de la playa, mostrando la base del muro corroída por las olas y el reflejo de las barras de acero en la arena mojada. El cielo está gris y nublado.","2025-11-25T09:20:42.262859","Emma"
"wikimedia_La Paz_Baja California Sur_8_1764046573.jpg","La Paz","Baja California Sur",24.142642,-110.312753,"✅",4,95,False,True,False,True,True,True,True,True,True,"malecón,atardecer,crepúsculo,ciudad costera,puerto,bahía,embarcaciones,bote,yate,palmeras,arquitectura de baja altura,horizonte marino,luz dorada,turismo","Vista del malecón de una ciudad costera al atardecer. El mar está en primer plano con dos botes anclados, incluyendo un gran yate a la derecha. La costa tiene una hilera de edificios de baja altura iluminados con luz cálida, y varias palmeras se recortan contra el cielo de tonos pastel.","2025-11-25T09:21:27.887078","Emma"
"wikimedia_Campeche_Campeche_3_1764046516.jpg","Campeche","Campeche",19.845944,-90.523071,"✅",4,95,True,True,True,False,True,False,False,True,True,"","arquitectura colonial, fachada de color, casa rosa, calle urbana, pavimento de adoquín, perspectiva de calle, soleado, vehículos estacionados, farola antigua, centro histórico, Campeche","2025-11-25T09:22:08.271043","Emma"
"wikimedia_Ciudad Juárez_Chihuahua_3_1764045931.jpg","Ciudad Juárez","Chihuahua",31.690363,-106.424547,"🤔",4,95,True,True,False,True,False,False,False,False,False,"templo mormón,arquitectura moderna,edificio blanco,estatua dorada,ángel Moroni,torre central,escalinata,simetría,clima frío/seco,árboles desnudos,cielo azul despejado,soleado,México/EE. UU","Vista frontal y simétrica de un templo religioso (SUD) de color blanco y diseño escalonado. El edificio tiene una torre central con una estatua dorada. Se accede por una amplia escalinata. Los árboles laterales están sin follaje, sugiriendo una estación de invierno o principios de primavera.","2025-11-25T09:23:02.026074","Emma"
"wikimedia_Saltillo_Coahuila_1_1764046204.jpg","Saltillo","Coahuila",25.42654,-100.99551,"✅",5,100,True,True,True,False,True,False,False,False,True,"","Primer plano y ángulo ascendente de la fachada superior del Casino de Saltillo. El edificio es de estilo neoclásico/ecléctico con una serie de ventanas arqueadas y columnas. Una inscripción grande en la parte superior indica '1874 CASINO DE SALTILLO 1928'. La toma está parcialmente obstruida por cables eléctricos.","2025-11-25T09:23:43.751645","Emma"
"wikimedia_Colima_Colima_0_1764046702.jpg","Colima","Colima",19.243333,-103.724167,"🤔",4,95,True,True,True,False,True,False,False,False,True,"","Vista frontal de un edificio histórico de dos pisos, con una fila de arcos en la planta baja y balcones en el piso superior rematado por una balustrada. La inscripción parcial en la parte superior indica que es un 'MUSEO REGIONAL'. Hay una señal de tráfico 'ALTO' en el portal.","2025-11-25T09:24:26.435450","Emma"
"wikimedia_Toluca_Estado de México_0_1764046065.jpg","Toluca","Estado de México",19.282609,-99.655666,"🤔",5,95,True,True,False,True,True,False,True,False,False,"arte callejero,instalación urbana,paraguas de colores,arcoíris,arquitectura colonial,arcos,callejón,decoración,festival,cielo azul,perspectiva,calle peatonal,saturación de color","Vista en perspectiva de una calle colonial con una instalación artística de cientos de paraguas abiertos y multicolores (colores del arcoíris) suspendidos sobre la calle. Los edificios laterales de estilo tradicional con arcos y balcones enmarcan la colorida instalación.","2025-11-25T09:25:20.932940","Emma"
"wikimedia_León_Guanajuato_0_1764045897.jpg","León","Guanajuato",21.12252,-101.684784,"✅",4,95,True,True,True,True,True,False,False,False,False,"arquitectura colonial,fachada amarilla,balcón de cantera,herrería,balcón ornamental,columnas talladas,ventanas de madera,farola antigua,vegetación,árboles,centro histórico","Vista en ángulo de la fachada superior de un edificio colonial pintado de amarillo ocre. Un balcón central con columnas delgadas de cantera y herrería es el punto focal. La fachada está parcialmente oscurecida por la frondosa vegetación de dos grandes árboles en primer plano.","2025-11-25T09:25:53.881477","Emma"
"wikimedia_Acapulco_Guerrero_0_1764046266.jpg","Acapulco","Guerrero",16.853109,-99.823653,"🤔",4,90,False,True,True,True,True,False,False,False,False,"hotel de lujo,resort,arquitectura en terraza,colina,paisaje costero,vegetación tropical,palmeras,condominios,cielo azul despejado,turismo,costa del Pacífico","Vista de una colina cubierta por complejos hoteleros y condominios de lujo, construidos en terrazas escalonadas. El primer plano está dominado por frondosa vegetación tropical, incluyendo grandes palmeras, en un día soleado bajo un cielo azul.","2025-11-25T09:26:29.365708","Emma"
"wikimedia_Pachuca_Hidalgo_0_1764047039.jpg","Pachuca","Hidalgo",20.10106,-98.756887,"✅",5,80,True,True,True,False,True,False,True,False,True,"estadio moderno,arquitectura deportiva,techo circular,campo de fútbol,asientos vacíos,arena deportiva,infraestructura,diseño contemporáneo,gradas,iluminación cenital","La entrada de una basílica o iglesia colonial, cubierta por una elaborada y colorida ofrenda o arco hecho con flores, que incluye símbolos religiosos y un letrero. Una gran multitud de personas entra y sale de la iglesia. El texto confirma la ubicación en Pachuca.","2025-11-25T09:28:29.785945","Emma"
"wikimedia_Guadalajara_Jalisco_8_1764045697.jpg","Guadalajara","Jalisco",20.659699,-103.349609,"✅",4,80,True,True,True,True,True,False,False,True,True,"","Vista de una estatua de un personaje militar en bronce sobre un pedestal de piedra, situada en una plaza pavimentada. La escena se enmarca por árboles y, en el fondo, por la fachada de un gran edificio de arquitectura moderna con un revestimiento de color verde brillante.","2025-11-25T09:29:04.767253","Emma"
"wikimedia_Tepic_Nayarit_0_1764046431.jpg","Tepic","Nayarit",21.508458,-104.895691,"✅",4,80,True,True,True,True,True,False,True,False,False,"iglesia,arquitectura neogótica,torres gemelas,fuente ornamental,noche,iluminación cálida,exposición larga,chorros de agua,plaza pública,parque,árboles iluminados,estatua de animal,publicidad de Coca-Cola","Vista nocturna de una iglesia con altas torres gemelas de estilo neogótico, fuertemente iluminada con luz cálida. Una fuente de varios niveles en primer plano lanza chorros de agua que se ven como columnas de luz. La escena está encuadrada por árboles y farolas encendidas, y se aprecia un toldo de Coca-Cola a la derecha.","2025-11-25T09:29:58.018369","Emma"
"wikimedia_Puebla_Puebla_3_1764045851.jpg","Puebla","Puebla",19.041296,-98.2062,"✅",5,100,True,False,True,True,False,False,False,False,True,"volcán,Popocatépetl,Iztaccíhuatl,pico nevado,nieve,fumarola,actividad volcánica,paisaje de montaña,altiplano central,bosque de coníferas,pastizal,cielo azul despejado","Vista frontal de un gran volcán con el pico cubierto de nieve, con una pequeña fumarola de humo visible en la cima. La base del volcán está cubierta por un denso bosque de pinos, y el primer plano es un campo de pastizales bajo un cielo azul brillante.","2025-11-25T09:30:51.260633","Emma"
"wikimedia_Querétaro_Querétaro_0_1764046022.jpg","Querétaro","Querétaro",20.588793,-100.389888,"✅",5,95,True,True,False,True,True,False,True,True,False,"acueducto colonial,arquería,monumento histórico,arcos de piedra,calle urbana,tráfico vehicular,motocicleta,motociclista,árboles grandes,paisaje urbano,Querétaro","Vista de una calle en Querétaro con el gran acueducto colonial de piedra dominando el fondo. Un árbol frondoso se encuentra en el centro de la escena, parcialmente ocultando el acueducto. La calle muestra tráfico, incluyendo un motociclista en primer plano.","2025-11-25T09:32:10.803821","Emma"
"wikimedia_Cancún_Quintana Roo_0_1764045994.jpg","Cancún","Quintana Roo",21.161908,-86.851528,"✅",4,95,False,True,True,True,True,True,False,True,True,"hotel resort,arquitectura de lujo,noche,iluminación cálida,palmeras,vegetación tropical,zona hotelera,coche Beetle,cabinas telefónicas,curva de carretera,turismo,Cancún","Vista nocturna de la fachada de un gran hotel resort de lujo. El edificio es de color claro y está iluminado, destacando las numerosas ventanas arqueadas. El primer plano muestra una curva en la carretera, palmeras y un coche rojo estacionado.","2025-11-25T09:32:55.975443","Emma"
"wikimedia_Culiacán_Sinaloa_0_1764046384.jpg","Culiacán","Sinaloa",24.809064,-107.394013,"✅",5,100,False,True,True,True,True,False,False,True,True,"aeropuerto,terminal aérea,arquitectura moderna,techo curvo,letrero,Culiacán,Sinaloa,paisajismo,palmeras,césped verde,estacionamiento,vehículos,farolas,cielo azul despejado,infraestructura de transporte","Vista exterior del Aeropuerto Internacional de Culiacán en un día soleado. La terminal tiene un diseño moderno con un techo curvo y fachada de vidrio y metal. La escena se caracteriza por amplias áreas de césped verde y palmeras, con vehículos estacionados a la derecha.","2025-11-25T09:33:48.000206","Emma"
"wikimedia_Hermosillo_Sonora_0_1764046180.jpg","Hermosillo","Sonora",29.072967,-110.955919,"✅",5,100,False,True,True,True,True,False,True,True,True,"aeropuerto,terminal aérea,arquitectura moderna,fachada angular,letrero,Hermosillo,Sonora,vegetación desértica,arbustos,cielo azul,soleado,infraestructura de transporte","Vista exterior del Aeropuerto Internacional de Hermosillo en un día soleado. La terminal tiene una fachada moderna con grandes ventanales y un elemento arquitectónico angular de color gris. La fachada está pintada de amarillo y blanco. Varias personas entran y salen del edificio.","2025-11-25T09:34:27.851916","Emma"
"wikimedia_Villahermosa_Tabasco_0_1764046455.jpg","Villahermosa","Tabasco",17.986889,-92.930279,"✅",5,100,False,True,True,True,True,False,False,True,True,"centro comercial,Galerías Tabasco,Villahermosa,Tabasco,edificio amarillo,tiendas departamentales,Liverpool,infraestructura vial,glorieta,jardinería ornamental,palmeras,señalización de tráfico,clima tropical","Vista elevada de la entrada a un centro comercial en Villahermosa, Tabasco (Galerías Tabasco). La escena incluye una compleja intersección vial, una glorieta ajardinada con un reloj central, y múltiples letreros que indican direcciones hacia el 'Parque Tabasco' y 'Cárdenas'.","2025-11-25T09:35:11.354231","Emma"
"wikimedia_Tampico_Tamaulipas_0_1764046832.jpg","Tampico","Tamaulipas",22.233105,-97.861099,"🤔",4,80,False,True,True,False,True,False,False,True,True,"tranvía,transporte público antiguo,calle urbana,época histórica,arquitectura de mediados de siglo XX,edificios comerciales,semáforo,señalización de negocios,coche antiguo,luz del día,cableado eléctrico","Fotografía de época que muestra un tranvía de color amarillo circulando por una calle urbana con comercios. La escena incluye señalización de negocios de mediados del siglo XX y un coche clásico estacionado o circulando. El ambiente es un centro de ciudad bajo luz solar intensa.","2025-11-25T09:35:44.062616","Emma"
"wikimedia_Veracruz_Veracruz_0_1764046227.jpg","Veracruz","Veracruz",19.173773,-96.134224,"✅",5,100,True,True,True,False,True,False,True,False,True,"Faro Venustiano Carranza,Veracruz,arquitectura neoclásica,torre del reloj,puerto,monumento,estatua de bronce,plaza pública,bandera mexicana,personas sentadas,turismo,edificio histórico","Vista frontal y simétrica del Faro Venustiano Carranza en Veracruz, con su característica torre del reloj y fachada de color blanco y rosa. Una estatua de un personaje histórico (Venustiano Carranza) está en el primer plano. Se ven varias personas sentadas y de pie en la plaza.","2025-11-25T09:36:31.047948","Emma"
"wikimedia_Zacatecas_Zacatecas_0_1764047613.jpg","Zacatecas","Zacatecas",22.77076,-102.58323,"✅",5,100,True,True,False,True,True,False,False,False,False,"fotografía histórica,blanco y negro,sepia,Catedral de Zacatecas,arquitectura barroca,churrigueresco,fachada ornamental,torres gemelas,cúpula,centro histórico,paisaje urbano en colina,densidad habitacional","Fotografía antigua (monocromática) de la fachada de la Catedral de Zacatecas, con sus dos torres y la portada central de estilo barroco exuberante. El fondo muestra las casas del centro histórico densamente construidas sobre una colina árida.","2025-11-25T09:37:19.656458","Emma"
"wikimedia_Aguascalientes_Aguascalientes_3_1764046134.jpg","Aguascalientes","Aguascalientes",21.885256,-102.291567,"✅",5,100,True,True,True,True,True,False,True,False,True,"bandera mexicana,Catedral de Aguascalientes,arquitectura barroca,cantera rosa,plaza pública,atrio,monumento religioso,torres gemelas,cielo azul,soleado,centro histórico,Aguascalientes","Vista de la Catedral Basílica de la Asunción de María Santísima en Aguascalientes, con su fachada de cantera y torres gemelas. La bandera mexicana ondea prominentemente en primer plano, dominando la escena. La imagen captura la plaza central con peatones bajo un cielo intensamente azul.","2025-11-25T09:38:43.306368","Emma"
"wikimedia_Aguascalientes_Aguascalientes_4_1764046136.jpg","Aguascalientes","Aguascalientes",21.885256,-102.291567,"✅",4,95,True,True,False,True,True,False,False,False,False,"calle urbana,ángulo contrapicado,poste de luz,cableado eléctrico,árboles,arquitectura colonial,farola antigua,centro histórico,cielo azul con nubes","Vista en contrapicado de una calle urbana con edificios coloniales. Un poste de luz vertical domina el centro, con múltiples cables eléctricos cruzando el cielo. La escena incluye árboles que enmarcan parcialmente la toma y una farola de estilo antiguo a la izquierda.","2025-11-25T10:37:35.654284","Emma"
"wikimedia_Aguascalientes_Aguascalientes_13_1764046150.jpg","Aguascalientes","Aguascalientes",21.885256,-102.291567,"🤔",4,95,True,True,False,True,True,False,False,True,True,"iglesia moderna,arquitectura religiosa contemporánea,campanario exento,torre de campanas abierta,fachada de azulejos,estructura de hormigón,cruz,árboles podados,toparios,reja blanca,calle urbana,cables eléctricos,cielo con nubes,coche blanco","Vista a nivel de calle de una iglesia católica de estilo moderno. Destaca su campanario separado, una estructura abierta de columnas de hormigón con varios niveles de campanas. La fachada principal tiene un acabado de azulejos rosados/rojizos y una figura central. La escena incluye árboles ornamentales bien podados y cables eléctricos urbanos.","2025-11-25T11:18:11.149800","Emma"
